128        0.0000000		Acquisition Running
  1      266.8975952   5  52
  1      266.8975967   9  50
  1      266.8983172  10  51
  1      266.8984767   4  50
  1      266.8988750   9  51
  1      266.8992350   1  50
  1      266.9002870  10  52
  1      270.0303610   8  70
  1      270.0304450   7  65
  1      270.0304648   3  64
  1      270.0304982   1  78
  1      270.0306313   2  69
  1      270.0308098   5  65
  1      270.0308128   4  65
  1      270.0308367  10  71
  1      270.0308390   6  71
  1      270.0308480   9  72
  1      270.0321315   3  51
* Gp# 1[7,3,1,6,5,4,10,9] x =     1905, y =    35.98, q = 0.9412 dT[    26,    60,   460,   471,   578,   797,   867] Src Amplitude = 65.0
*        270.0304450   7  65
*        270.0304648   3  64
*        270.0304982   1  78
*        270.0308390   6  71
*        270.0308098   5  65
*        270.0308128   4  65
*        270.0308367  10  71
*        270.0308480   9  72
  1      270.0408953   7  50
  1      270.0437592   2  50
  1      270.0461035   4  54
  1      270.0471578   5  52
  1      270.0480015   6  51
  1      270.0481547   9  51
  1      270.0491480   1  50
  1      270.0497565  10  51
  1      270.0517615  10  51
  1      347.4333650   1  53
  1      347.4345417  10  50
  1      350.0139295   8  68
  1      350.0140135   7  65
  1      350.0140355   3  63
  1      350.0140580   1  73
  1      350.0142015   2  67
  1      350.0144080   6  69
  1      350.0144237   5  65
  1      350.0144260   4  66
  1      350.0144687  10  71
* Gp# 1[7,3,1,2,6,4] x =     1867, y =    135.6, q = 0.9541 dT[    19,    53,   215,   453,   596] Src Amplitude = 65.0
*        350.0140135   7  65
*        350.0140355   3  63
*        350.0140580   1  73
*        350.0142015   2  67
*        350.0144080   6  69
*        350.0144260   4  66
  1      350.0144710   9  71
  1      350.0208613   7  54
  1      350.0256000   7  51
  1      350.0267622   2  50
  1      350.0286198   4  53
  1      350.0292803   6  52
  1      350.0295003   8  51
  1      350.0302085   9  53
  1      350.0303603   2  50
  1      350.0306345   6  52
  1      350.0307210   5  51
  1      350.0317340  10  50
  1      350.0317975   9  52
  1      350.0318020   1  52
  1      350.0334123  10  51
  1      350.0339638   6  50
  1      355.0877640   8  69
  1      355.0878475   7  65
  1      355.0878687   3  63
  1      355.0878973   2  67
  1      355.0879023   1  77
  1      355.0882265   6  70
  1      355.0882282   5  65
  1      355.0882780   9  71
  1      355.0882840   4  65
  1      355.0883038  10  72
  1      355.0895352   3  51
* Gp# 1[7,3,1,2,6,5,4,9,10] x =     1891, y =    104.6, q = 0.9687 dT[    18,    54,   209,   454,   464,   595,   693,   778] Src Amplitude = 65.0
*        355.0878475   7  65
*        355.0878687   3  63
*        355.0879023   1  77
*        355.0878973   2  67
*        355.0882265   6  70
*        355.0882282   5  65
*        355.0882840   4  65
*        355.0882780   9  71
  1      355.0948393   7  50
  1      355.0963302   7  52
  1      355.0986805   2  50
  1      355.0994340   7  51
  1      355.1008555   8  52
  1      355.1015392   4  53
  1      355.1019253   5  53
  1      355.1042453   1  53
  1      355.1042703   9  50
  1      355.1043685   4  52
  1      355.1049243   6  51
  1      355.1053075  10  50
* Gp# 1[9,1,4] x =     1661, y =     2040, q = 0 dT[    58,    98] Src Amplitude = 50.0
*        355.1042703   9  50
*        355.1042453   1  53
*        355.1043685   4  52
  1      355.1058080   9  52
  1      355.1262638   1  54
  1      355.1265880   8  52
  1      355.1266678   6  50
* Gp# 1[1,8,6] x =     2432, y =    878.2, q = 1 dT[   318,   387] Src Amplitude = 54.0
*        355.1262638   1  54
*        355.1265880   8  52
*        355.1266678   6  50
211      360.9203943		Time Mark
  1      365.0927620   8  74
  1      365.0928793   7  72
  1      365.0928857   1  76
  1      365.0929653   3  65
  1      365.0930727   2  73
  1      365.0931505   6  71
  1      365.0931795   5  70
  1      365.0933100  10  71
  1      365.0933422   4  67
* Gp# 1[8,3,2,6,5,10] x =     2118, y =   -8.263, q = 0.9588 dT[   171,   378,   512,   641,   934] Src Amplitude = 74.0
*        365.0927620   8  74
*        365.0929653   3  65
*        365.0930727   2  73
*        365.0931505   6  71
*        365.0931795   5  70
*        365.0933100  10  71
  1      365.0933560   9  72
  1      365.0971500   3  51
  1      365.1031238   3  51
  1      365.1060167   7  51
  1      365.1069700   2  54
  1      365.1075045   7  51
  1      365.1097828   2  52
  1      365.1108728   8  51
  1      365.1113947   2  51
  1      365.1121335   8  51
  1      365.1129485   5  51
  1      365.1132705   6  52
  1      365.1136977   8  52
  1      365.1144418   1  52
* Gp# 1[5,6,8] x =     1431, y =     1755, q = 1 dT[    94,   546] Src Amplitude = 51.0
*        365.1129485   5  51
*        365.1132705   6  52
*        365.1136977   8  52
  1      365.1157593   6  50
  1      365.1160385   4  50
  1      365.1163015   9  50
  1      365.1172450   1  51
  1      365.1181490   9  51
  1      368.6978238   8  72
  1      368.6979000   1  75
  1      368.6979457   7  69
  1      368.6980300   3  65
  1      368.6981370   2  71
  1      368.6982152   6  71
  1      368.6982557   5  68
  1      368.6983748  10  71
  1      368.6984405   4  66
  1      368.6984775   9  73
  1      368.7127565   2  52
* Gp# 1[8,3,2,6,5,4,9,10] x =     1997, y =   -37.59, q = 0.9232 dT[   176,   382,   515,   567,   734,   773,   942] Src Amplitude = 72.0
*        368.6978238   8  72
*        368.6980300   3  65
*        368.6981370   2  71
*        368.6982152   6  71
*        368.6982557   5  68
*        368.6984405   4  66
*        368.6984775   9  73
*        368.6983748  10  71
  1      368.7151525   2  50
  1      368.7161460   5  51
  1      368.7167368   4  53
  1      368.7175252   6  51
  1      368.7179213   9  51
  1      368.7179615   5  51
  1      368.7198553   9  51
  1      368.7202527   1  50
  1      373.4503062   8  70
  1      373.4504260   7  67
  1      373.4504627   1  73
  1      373.4505095   3  63
  1      373.4506170   2  67
  1      373.4507365   5  66
  1      373.4507395   6  69
  1      373.4509172   4  64
  1      373.4509243  10  70
  1      373.4509575   9  70
  1      373.4596405   7  52
* Gp# 1[8,7,3,6,5,4,9,10] x =     2108, y =    13.73, q = 0.9459 dT[   126,   165,   505,   557,   693,   739,   928] Src Amplitude = 70.0
*        373.4503062   8  70
*        373.4504260   7  67
*        373.4505095   3  63
*        373.4507395   6  69
*        373.4507365   5  66
*        373.4509172   4  64
*        373.4509575   9  70
*        373.4509243  10  70
  1      373.4625473   2  52
  1      373.4645310   8  53
  1      373.4658245   4  53
  1      373.4670868   8  51
  1      373.4679557   6  51
  1      373.4694892   9  51
  1      373.4702395  10  51
  1      373.4711555   1  52
  1      373.4732333   1  51
  1      376.4523628   8  68
  1      376.4525188   1  72
  1      376.4525478   7  66
  1      376.4525653   3  62
  1      376.4526785   2  67
  1      376.4528765   6  69
  1      376.4529233   5  65
* Gp# 1[8,3,2,6] x =     2076, y =    32.65, q = 0.9677 dT[   171,   389,   511] Src Amplitude = 68.0
*        376.4523628   8  68
*        376.4525653   3  62
*        376.4526785   2  67
*        376.4528765   6  69
  1      376.4529842  10  69
  1      376.4530178   9  69
  1      376.4530610   4  63
  1      376.4542385   3  53
  1      376.4594615   7  51
  1      376.4617010   7  51
  1      376.4634135   4  53
  1      376.4638213   2  51
  1      376.4649857   8  51
  1      376.4651560   2  50
  1      376.4669457   8  51
  1      376.4675905   6  51
  1      376.4685130   9  50
  1      376.4687950   4  51
  1      376.4697842  10  51
  1      376.4707668   1  51
  1      376.4732125   1  50
  1      379.8807572   8  69
  1      379.8809132   1  73
  1      379.8809417   7  66
  1      379.8809607   3  62
  1      379.8810727   2  68
  1      379.8812715   6  69
  1      379.8813182  10  69
  1      379.8813210   5  65
  1      379.8814085   9  70
  1      379.8814455   4  64
* Gp# 1[8,7,3,2,6,5,9,10] x =     2121, y =    28.97, q = 0.96 dT[   131,   167,   397,   506,   558,   763,   933] Src Amplitude = 69.0
*        379.8807572   8  69
*        379.8809417   7  66
*        379.8809607   3  62
*        379.8810727   2  68
*        379.8812715   6  69
*        379.8813210   5  65
*        379.8814085   9  70
*        379.8813182  10  69
  1      379.8900960   7  51
  1      379.8935623   2  52
  1      379.8956360   8  50
  1      379.8959030   4  53
  1      379.8965385   6  51
  1      379.8965620   5  51
  1      379.8980678   4  52
  1      379.8983095   9  51
  1      379.8984680   1  53
  1      379.8987198  10  51
  1      379.8987445   6  53
  1      379.9016070   1  50
  1      388.5458430   8  70
  1      388.5459995   1  72
  1      388.5460278   7  66
  1      388.5460468   3  62
  1      388.5461537   2  68
  1      388.5462730   5  65
  1      388.5462862   6  69
  1      388.5464642  10  68
  1      388.5464948   9  70
  1      388.5465625   4  65
* Gp# 1[8,7,3,2,6,5,9,10] x =     2148, y =    41.06, q = 0.9684 dT[   132,   172,   369,   511,   564,   770,   929] Src Amplitude = 70.0
*        388.5458430   8  70
*        388.5460278   7  66
*        388.5460468   3  62
*        388.5461537   2  68
*        388.5462862   6  69
*        388.5462730   5  65
*        388.5464948   9  70
*        388.5464642  10  68
  1      388.5551815   7  51
  1      388.5581245   8  54
  1      388.5586363   2  52
  1      388.5600735   8  51
  1      388.5609850   4  54
  1      388.5612322   1  55
  1      388.5614715   5  52
  1      388.5619845   9  52
  1      388.5622998   4  51
  1      388.5626238   8  50
  1      388.5634925   6  50
  1      388.5644515   1  51
  1      388.5648200  10  50
  1      388.5651760   9  51
211      394.0967900		Time Mark
130      401.4169313		Acquisition Paused
129      441.8038205		Acquisition Stopped
